cell_id,week_index,ite,ite_lo,ite_hi,depth_zone,bathymetry,vessel_density,dvm_amplitude,is_treated,is_post_covid
CELL_043,3,-0.3489943034809789,-0.3501850324080664,-0.3478035745538913,mid,745.6,23.636,-6.6427,1,0
CELL_044,3,-0.3504172369650567,-0.3520884197626102,-0.34874605416750337,shallow,355.3,11.636,-2.5223,1,0
CELL_045,3,-0.34981788565619615,-0.3516882721576289,-0.3479474991547634,mid,597.5,38.634,-12.4505,1,0
CELL_046,3,-0.35054313811225185,-0.3520460943418674,-0.34904018188263664,shallow,387.0,27.857,-8.0591,1,0
CELL_047,3,-0.3498741355792705,-0.3523151168079382,-0.3474331543506028,mid,512.0,37.75,-12.0641,1,0
CELL_048,3,-0.34982204684594825,-0.35222359632134276,-0.34742049737055375,mid,528.0,39.625,-12.5757,1,0
CELL_049,3,-0.35058299842264307,-0.3522886022003156,-0.3488773946449704,shallow,310.9,35.359,-10.5401,1,0
CELL_050,3,-0.35181613532446543,-0.35809529708889726,-0.3455369735600334,deep,3706.5,2.979,-0.57,0,0
CELL_051,3,-0.3504862478022197,-0.35152249169733285,-0.3494500039071068,deep,1566.6,4.86,-0.5464,0,0
CELL_052,3,-0.35025080845547374,-0.3517128008135651,-0.34878881609738216,mid,1263.7,3.844,0.0527,0,0
CELL_053,3,-0.35040024721995655,-0.35175592551990653,-0.34904456892000646,deep,2366.2,0.0,0.8958,0,0
CELL_054,3,-0.353149337773366,-0.36096312721116186,-0.3453355483355698,deep,3954.1,2.769,-0.1177,0,0
CELL_055,3,-0.35034968391125343,-0.35128394107878,-0.3494154267437265,deep,1574.6,2.987,-0.1547,0,0
CELL_056,3,-0.350415163989728,-0.35164306490518193,-0.34918726307427395,deep,2950.8,1.066,0.1273,0,0
CELL_057,3,-0.34821167168811923,-0.3519444915599657,-0.3444788518162728,deep,3237.2,2.831,-0.2892,0,0
CELL_058,3,-0.35026127407023344,-0.35166690342442974,-0.3488556447160369,deep,1560.4,8.233,-1.2477,0,0
CELL_059,3,-0.3485555250808878,-0.35225195543872356,-0.3448590947230519,deep,3130.3,2.585,0.0002,0,0
CELL_060,3,-0.3505478059556931,-0.35164222475006,-0.34945338716132623,deep,1976.9,4.942,-0.1691,0,0
CELL_061,3,-0.3503646817667906,-0.35141013411576305,-0.34931922941781823,deep,2823.4,4.794,-0.7628,0,0
CELL_062,3,-0.3506519231740841,-0.3517746419950102,-0.34952920435315815,deep,2827.3,4.878,-0.7335,0,0
CELL_063,3,-0.3504766082837704,-0.35184469061888535,-0.3491085259486555,deep,2514.5,5.793,-1.3276,0,0
CELL_064,3,-0.3501922584228425,-0.35158701733240927,-0.34879749951327577,mid,1088.9,3.496,0.4844,0,0
CELL_065,3,-0.34002440930720046,-0.34593173713761,-0.33411708147679114,deep,3473.0,5.551,-1.4941,0,0
CELL_066,3,-0.350520764843142,-0.3515218937692869,-0.3495196359169971,deep,1826.5,2.439,0.6164,0,0
CELL_067,3,-0.35025244502667036,-0.35168750030783275,-0.34881738974550786,mid,1396.9,3.058,0.1171,0,0
CELL_068,3,-0.3500831813682086,-0.35117415114670836,-0.3489922115897087,mid,930.5,0.36,0.7462,0,0
CELL_069,3,-0.3503863096062951,-0.3513316567047099,-0.3494409625078805,deep,2690.9,2.439,-0.0816,0,0
CELL_070,3,-0.35046025266332365,-0.3515721242590043,-0.3493483810676429,deep,2968.2,1.327,0.6051,0,0
CELL_071,3,-0.3502121197814118,-0.3516608806865785,-0.3487633588762453,mid,853.1,2.213,0.5827,0,0
CELL_072,3,-0.3503574953485102,-0.35125518879867984,-0.3494598018983402,deep,2438.7,3.818,-0.2544,0,0
CELL_073,3,-0.3502514781679409,-0.3517397702724297,-0.3487631860634512,deep,1524.8,1.273,0.9483,0,0
CELL_074,3,-0.35033486841131434,-0.3516653807897879,-0.3490043560328406,deep,2864.6,4.821,-0.6145,0,0
CELL_075,3,-0.35025244502667036,-0.35168750030783275,-0.34881738974550786,mid,1358.0,0.0,0.92,0,0
CELL_076,3,-0.35017023820983334,-0.35127179435640943,-0.34906868206325725,deep,3011.0,4.888,-1.0494,0,0
CELL_077,3,-0.35029478677333503,-0.35137454159061005,-0.3492150319560596,deep,2037.6,0.0,1.1924,0,0
CELL_078,3,-0.3528638534439503,-0.35975555885860616,-0.3459721480292945,deep,3797.5,0.012,1.052,0,0
CELL_079,3,-0.35007781096755985,-0.3513900738652243,-0.3487655480698956,mid,1240.1,0.0,1.3816,0,0
CELL_080,3,-0.35058192597154086,-0.35164178458040607,-0.34952206736267566,deep,1891.4,6.88,-0.9217,0,0
CELL_081,3,-0.3501174578494042,-0.3512880357665263,-0.3489468799322823,mid,1163.1,6.655,-1.2124,0,0
CELL_082,3,-0.3526448771155205,-0.36018668228538153,-0.3451030719456595,deep,3759.0,4.683,-1.156,0,0
CELL_083,3,-0.3395275902153962,-0.34651329349099846,-0.3325418869397939,deep,3607.5,6.142,-1.0696,0,0
CELL_084,3,-0.35039976702565373,-0.35177624644249517,-0.34902328760881274,deep,1625.4,1.129,0.4038,0,0
CELL_085,3,-0.35045178828250595,-0.35184236437531646,-0.34906121218969555,deep,2911.9,3.826,0.0028,0,0
CELL_086,3,-0.33894680168399055,-0.34438195119739917,-0.33351165217058176,deep,3415.1,4.522,-1.003,0,0
CELL_087,3,-0.35044344994561155,-0.3515403518443865,-0.3493465480468364,deep,2576.6,2.929,-0.1184,0,0
CELL_088,3,-0.3504382135767293,-0.351723339655527,-0.34915308749793156,deep,2494.9,4.358,-0.3455,0,0
CELL_089,3,-0.35106458728971107,-0.3529232432074592,-0.34920593137196304,deep,1573.9,6.221,-0.71,0,0
CELL_090,3,-0.3502555158220607,-0.3516126517196828,-0.34889837992443873,mid,1097.9,5.915,-0.5364,0,0
CELL_091,3,-0.35208186495505195,-0.36053604767415065,-0.343627682235953,deep,3671.1,1.517,-0.1292,0,0
CELL_092,3,-0.3516892120871554,-0.35810157732178377,-0.34527684685252685,deep,3681.3,1.607,0.1739,0,0
CELL_093,3,-0.35037763717587267,-0.35152937564084374,-0.3492258987109016,deep,2825.9,6.332,-1.3636,0,0
CELL_094,3,-0.35043512172012303,-0.3516580225929666,-0.3492122208472795,deep,1884.9,4.305,-0.1576,0,0
CELL_095,3,-0.3504334438578931,-0.35183216042687127,-0.34903472728891494,deep,1917.5,6.357,-1.3133,0,0
CELL_096,3,-0.34854723828166695,-0.35271505780379103,-0.34437941875954287,deep,3123.1,4.966,-0.8555,0,0
CELL_097,3,-0.3478298695169987,-0.35217659124817546,-0.3434831477858219,deep,3670.8,1.56,-0.1572,0,0
CELL_098,3,-0.3482464026022754,-0.35364547809414526,-0.3428473271104052,deep,3638.7,4.757,-0.8344,0,0
CELL_099,3,-0.34831298609144645,-0.3528867591286109,-0.3437392130542821,deep,3295.6,1.558,0.2181,0,0
CELL_000,4,-0.3506782384766888,-0.35214592502888575,-0.3492105519244919,shallow,424.7,32.71,-10.296,1,0
CELL_001,4,-0.3497347626744756,-0.35084874315012415,-0.34862078219882653,mid,770.4,18.374,-4.9767,1,0
CELL_002,4,-0.34962956192115435,-0.35096495265626254,-0.34829417118604616,mid,639.2,21.762,-6.4362,1,0
CELL_003,4,-0.3499505550518795,-0.352094725343627,-0.347806384760132,mid,559.2,41.065,-13.2195,1,0
CELL_004,4,-0.3500305088812809,-0.3514820008032893,-0.3485790169592726,shallow,293.6,31.775,-9.4454,1,0
CELL_005,4,-0.34977300220398727,-0.35052377756638364,-0.3490222268415908,shallow,293.6,17.35,-4.9173,1,0
CELL_006,4,-0.35002518301960517,-0.3517304966151065,-0.3483198694241037,shallow,234.9,17.486,-4.7449,1,0
CELL_007,4,-0.3487201587473185,-0.34974850678445685,-0.34769181071018024,mid,719.7,30.539,-9.1688,1,0
CELL_008,4,-0.34980326362488284,-0.35164678583558745,-0.34795974141417835,mid,560.7,15.127,-4.0757,1,0
CELL_009,4,-0.34959809276201204,-0.35110026197771316,-0.3480959235463108,mid,624.8,20.67,-5.6703,1,0
CELL_010,4,-0.3499167454015538,-0.35150568013686223,-0.3483278106662454,shallow,212.4,26.027,-7.6719,1,0
CELL_011,4,-0.3501675207577292,-0.3517287200470364,-0.34860632146842235,mid,781.9,32.823,-10.2969,1,0
CELL_012,4,-0.34867876065396614,-0.3497383450363123,-0.34761917627161976,mid,699.5,32.08,-9.808,1,0
CELL_013,4,-0.35049427826837115,-0.3520856253022668,-0.34890293123447585,shallow,327.4,15.729,-3.6173,1,0
CELL_014,4,-0.3503327732341093,-0.35158982482395246,-0.349075721644266,shallow,309.1,34.735,-10.6912,1,0
CELL_015,4,-0.3504740898201393,-0.3517027487230668,-0.34924543091721155,shallow,310.0,19.696,-5.0604,1,0
CELL_016,4,-0.3506351679528865,-0.3521706833417257,-0.34909965256404735,shallow,382.5,22.856,-6.4659,1,0
CELL_017,4,-0.3497397651440714,-0.35234416604756524,-0.3471353642405781,mid,514.9,30.775,-9.7117,1,0
CELL_018,4,-0.35070074109043575,-0.352127084227081,-0.34927439795379017,shallow,459.2,30.225,-8.9528,1,0
CELL_019,4,-0.350609534237378,-0.3520233271227637,-0.34919574135199255,shallow,374.7,36.884,-11.7922,1,0
CELL_020,4,-0.3498830585812242,-0.35191951547215805,-0.3478466016902908,mid,567.1,33.519,-10.3614,1,0
CELL_021,4,-0.3500393094583651,-0.3519138177036965,-0.34816480121303356,shallow,283.7,26.1,-7.9366,1,0
CELL_022,4,-0.3506596304948048,-0.35224119880806043,-0.3490780621815491,shallow,375.3,15.603,-4.089,1,0
CELL_023,4,-0.35066178084440947,-0.3520948486163838,-0.34922871307243525,shallow,419.8,22.392,-6.4676,1,0
CELL_024,4,-0.35083774199775714,-0.3522840941312038,-0.34939138986431045,shallow,473.6,20.542,-5.9444,1,0
CELL_025,4,-0.3491455496805778,-0.3501744494588577,-0.34811664990229796,mid,671.1,22.581,-6.8539,1,0
CELL_026,4,-0.35054371603659235,-0.35228736304438457,-0.3488000690288001,shallow,319.8,34.201,-10.2238,1,0
CELL_027,4,-0.3506435729238494,-0.3554502267565865,-0.3458369190911121,mid,508.5,24.789,-7.1493,1,0
CELL_028,4,-0.3499317412756482,-0.35206658248137607,-0.347796900069921,mid,555.4,34.94,-10.6785,1,0
CELL_029,4,-0.3500067781021515,-0.3518041340506501,-0.34820942215365275,shallow,227.9,31.655,-9.5368,1,0
CELL_030,4,-0.34980062567826675,-0.35169803709217845,-0.3479032142643553,mid,564.5,34.162,-10.3181,1,0
CELL_031,4,-0.3501982969636805,-0.35148441192448526,-0.3489121820028754,shallow,302.3,25.088,-7.2187,1,0
CELL_032,4,-0.3500439601599839,-0.35169742825262673,-0.3483904920673411,shallow,239.0,29.769,-8.9668,1,0
CELL_033,4,-0.3496877576099266,-0.3507920659697314,-0.3485834492501216,mid,769.3,24.111,-7.6294,1,0
CELL_034,4,-0.3499110941006275,-0.3513964985142054,-0.34842568968705023,mid,779.4,19.529,-5.6935,1,0
CELL_035,4,-0.34858905431403575,-0.34959237441451985,-0.34758573421355143,mid,685.0,30.541,-9.4664,1,0
CELL_036,4,-0.3505951998462701,-0.35202448550573157,-0.3491659141868089,shallow,382.8,24.583,-7.2962,1,0
CELL_037,4,-0.35002387163324944,-0.35167983769268935,-0.34836790557380987,shallow,258.6,16.604,-4.2574,1,0
CELL_038,4,-0.3496097485886841,-0.3509333592587087,-0.3482861379186596,mid,610.5,29.515,-8.7163,1,0
CELL_039,4,-0.35074001808703154,-0.3522526067356303,-0.34922742943843277,shallow,464.1,21.402,-6.1495,1,0
CELL_040,4,-0.34978721958598463,-0.35162662879511036,-0.3479478103768589,shallow,273.2,36.841,-11.7867,1,0
CELL_041,4,-0.35121646630918657,-0.35371467619307245,-0.3487182564253009,shallow,497.1,42.895,-13.8959,1,0
CELL_042,4,-0.34988755346345596,-0.3512948997403006,-0.3484802071866112,shallow,220.6,37.511,-11.7704,1,0
CELL_043,4,-0.34892899827575136,-0.34996660232112814,-0.347891394230375,mid,745.6,21.406,-6.1405,1,0
CELL_044,4,-0.3504579100660294,-0.3519103551352679,-0.34900546499679075,shallow,355.3,12.19,-2.8754,1,0
CELL_045,4,-0.3497494310324369,-0.35157204138501913,-0.34792682067985453,mid,597.5,38.587,-12.1868,1,0
CELL_046,4,-0.3505951998462701,-0.35202448550573157,-0.3491659141868089,shallow,387.0,24.422,-6.928,1,0
CELL_047,4,-0.34984209164724384,-0.3521629432067171,-0.3475212400877709,mid,512.0,40.606,-12.5639,1,0
CELL_048,4,-0.3498276791126118,-0.35228349261020425,-0.3473718656150195,mid,528.0,42.059,-13.4416,1,0
CELL_049,4,-0.3505763634995489,-0.3519731574892184,-0.34917956950987916,shallow,310.9,33.824,-10.3963,1,0
CELL_050,4,-0.3520288443112724,-0.3572217845957795,-0.3468359040267653,deep,3706.5,2.576,-0.1611,0,0
CELL_051,4,-0.3503135969766009,-0.351458577580857,-0.3491686163723447,deep,1566.6,9.482,-2.3877,0,0
CELL_052,4,-0.3501547118632543,-0.3515499427963694,-0.3487594809301391,mid,1263.7,5.782,-0.5851,0,0
CELL_053,4,-0.3502872987095898,-0.351325209284672,-0.3492493881345075,deep,2366.2,4.654,-0.6306,0,0
CELL_054,4,-0.35344253751342464,-0.3591919250205727,-0.3476931500062766,deep,3954.1,0.0,0.5684,0,0
CELL_055,4,-0.35042206359172734,-0.35204769790155155,-0.34879642928190335,deep,1574.6,1.79,0.1699,0,0
CELL_056,4,-0.350406804412121,-0.3517183383168887,-0.3490952705073538,deep,2950.8,0.318,0.8512,0,0
CELL_057,4,-0.3484203199065809,-0.3527850476533859,-0.34405559215977555,deep,3237.2,7.882,-1.5453,0,0
CELL_058,4,-0.35025244502667036,-0.35168750030783275,-0.34881738974550786,deep,1560.4,3.904,0.2481,0,0
CELL_059,4,-0.348758197814709,-0.35225448595760767,-0.3452619096718105,deep,3130.3,3.622,-0.5675,0,0
CELL_060,4,-0.35045967747520484,-0.35183610595885056,-0.349083248991559,deep,1976.9,0.436,1.2414,0,0
CELL_061,4,-0.3504919189462858,-0.3517795068495886,-0.349204331042983,deep,2823.4,0.0,0.9059,0,0
CELL_062,4,-0.35048242157858356,-0.3518231805289934,-0.3491416626281737,deep,2827.3,5.763,-0.5966,0,0
CELL_063,4,-0.35046898199095483,-0.3518524130904165,-0.3490855508914932,deep,2514.5,0.171,0.828,0,0
CELL_064,4,-0.35010550621425,-0.3512670447915458,-0.348943967636954,mid,1088.9,6.403,-0.7137,0,0
CELL_065,4,-0.33937552115170627,-0.3459138952430963,-0.33283714706031625,deep,3473.0,0.756,0.3072,0,0
CELL_066,4,-0.35039976702565373,-0.35177624644249517,-0.34902328760881274,deep,1826.5,7.139,-1.9076,0,0
CELL_067,4,-0.3501598191205278,-0.35171589778077383,-0.348603740460282,mid,1396.9,7.915,-1.5794,0,0
CELL_068,4,-0.35010614151013986,-0.35131725590587465,-0.34889502711440473,mid,930.5,3.546,-0.0568,0,0
CELL_069,4,-0.3503411554201065,-0.351911783784687,-0.348770527055526,deep,2690.9,4.825,-1.0563,0,0
CELL_070,4,-0.3504256557438752,-0.35177324010426836,-0.34907807138348246,deep,2968.2,0.0,1.0546,0,0
CELL_071,4,-0.35023901430532195,-0.35173221392062826,-0.34874581469001575,mid,853.1,2.392,0.5058,0,0
CELL_072,4,-0.35039713719468146,-0.3516999311305962,-0.3490943432587667,deep,2438.7,0.704,1.6354,0,0
CELL_073,4,-0.3501547118632543,-0.3515499427963694,-0.3487594809301391,deep,1524.8,5.628,-0.2745,0,0
CELL_074,4,-0.3503976485674122,-0.35216764170971393,-0.3486276554251102,deep,2864.6,0.715,0.7959,0,0
CELL_075,4,-0.3501560820975771,-0.3517166709833275,-0.3485954932118266,mid,1358.0,3.927,-0.3151,0,0
CELL_076,4,-0.35012246660576224,-0.3514194294364031,-0.3488255037751214,deep,3011.0,4.108,-0.4306,0,0
CELL_077,4,-0.3503371041531134,-0.35171132855415976,-0.34896287975206686,deep,2037.6,2.032,0.4439,0,0
CELL_078,4,-0.35292394317744524,-0.3603579988596725,-0.345489887495218,deep,3797.5,2.889,-0.2242,0,0
CELL_079,4,-0.35017787466043476,-0.3516118731600781,-0.34874387616079133,mid,1240.1,1.821,0.5956,0,0
CELL_080,4,-0.35043772951964935,-0.35185569222328217,-0.34901976681601643,deep,1891.4,3.372,0.1173,0,0
CELL_081,4,-0.3501174578494042,-0.3512880357665263,-0.3489468799322823,mid,1163.1,4.498,-0.2005,0,0
CELL_082,4,-0.3524801518646458,-0.36065233296302496,-0.34430797076626646,deep,3759.0,5.129,-1.357,0,0
CELL_083,4,-0.33960521289211093,-0.34652133573169347,-0.3326890900525285,deep,3607.5,4.43,-0.5423,0,0
CELL_084,4,-0.35041019089619474,-0.35183299433177917,-0.34898738746061075,deep,1625.4,6.795,-1.4849,0,0
CELL_085,4,-0.3504474488200504,-0.35182236881516915,-0.3490725288249319,deep,2911.9,7.441,-1.5724,0,0
CELL_086,4,-0.33948929372675596,-0.3451625744205947,-0.3338160130329173,deep,3415.1,0.0,0.1154,0,0
CELL_087,4,-0.350327256263357,-0.3517831512023744,-0.3488713613243392,deep,2576.6,0.0,1.0146,0,0
CELL_088,4,-0.35055919476966313,-0.35158852389548945,-0.34952986564383637,deep,2494.9,3.681,-0.1069,0,0
CELL_089,4,-0.35026981324147116,-0.35135175917502853,-0.3491878673079141,deep,1573.9,4.722,-0.3422,0,0
CELL_090,4,-0.3500912935914389,-0.3514152901301011,-0.3487672970527763,mid,1097.9,8.187,-2.0926,0,0
CELL_091,4,-0.3522233760830972,-0.35909975263298544,-0.34534699953320847,deep,3671.1,2.236,-0.289,0,0
CELL_092,4,-0.351774270275676,-0.358590802694045,-0.3449577378573071,deep,3681.3,3.548,-0.8196,0,0
CELL_093,4,-0.35045063774294055,-0.35173489925533197,-0.34916637623054914,deep,2825.9,4.421,-0.2936,0,0
CELL_094,4,-0.35040531540986186,-0.35167978938097855,-0.3491308414387452,deep,1884.9,0.0,0.8464,0,0
CELL_095,4,-0.3505478059556931,-0.35164222475006,-0.34945338716132623,deep,1917.5,5.487,-0.987,0,0
CELL_096,4,-0.34853568708851845,-0.3521157347334206,-0.34495563944361607,deep,3123.1,5.707,-1.1115,0,0
CELL_097,4,-0.34821751457920425,-0.3529328383068648,-0.3435021908515435,deep,3670.8,2.052,0.3367,0,0
CELL_098,4,-0.3491402169105684,-0.35560548699731004,-0.342674946823827,deep,3638.7,2.155,-0.4305,0,0
CELL_099,4,-0.34859086695833935,-0.35213728522880294,-0.34504444868787587,deep,3295.6,6.41,-1.6704,0,0
CELL_000,5,-0.3506839843700045,-0.35215546592469116,-0.3492125028153177,shallow,424.7,33.086,-9.8895,1,0
CELL_001,5,-0.3496272780456628,-0.35056644338541143,-0.34868811270591415,mid,770.4,17.885,-4.5008,1,0
CELL_002,5,-0.34967972719532775,-0.35126220160656946,-0.34809725278408604,mid,639.2,18.582,-5.1549,1,0
CELL_003,5,-0.3499281193995031,-0.3521409171305458,-0.3477153216684606,mid,559.2,38.608,-12.1334,1,0
CELL_004,5,-0.3500823448963604,-0.3516980842926696,-0.3484666055000514,shallow,293.6,31.29,-9.474,1,0
CELL_005,5,-0.35010048767393437,-0.35157683361805947,-0.34862414172980916,shallow,293.6,15.681,-3.9339,1,0
CELL_006,5,-0.3499889110444836,-0.35175938084157937,-0.3482184412473878,shallow,234.9,16.663,-3.8066,1,0
CELL_007,5,-0.3486066628097256,-0.34983046160438575,-0.3473828640150653,mid,719.7,29.003,-8.7999,1,0
CELL_008,5,-0.34987951648514426,-0.35203612928621536,-0.34772290368407316,mid,560.7,15.715,-4.4961,1,0
CELL_009,5,-0.3496238872278198,-0.3509887540643426,-0.34825902039129686,mid,624.8,17.188,-4.4651,1,0
CELL_010,5,-0.3495087162977368,-0.3507294723418568,-0.34828796025361675,shallow,212.4,30.082,-9.3819,1,0
CELL_011,5,-0.35001979141896555,-0.351396468656215,-0.3486431141817158,mid,781.9,33.297,-10.4045,1,0
CELL_012,5,-0.3485842240194793,-0.349583792189206,-0.3475846558497523,mid,699.5,32.264,-9.433,1,0
CELL_013,5,-0.3504963644412589,-0.3520318175856046,-0.34896091129691337,shallow,327.4,19.08,-5.1236,1,0
CELL_014,5,-0.3499344037727053,-0.35071900285801494,-0.34914980468739576,shallow,309.1,34.95,-11.2665,1,0
CELL_015,5,-0.35040731071021436,-0.3514056317662298,-0.3494089896541988,shallow,310.0,21.539,-5.8306,1,0
CELL_016,5,-0.3506098734763615,-0.35192029515355505,-0.3492994517991683,shallow,382.5,20.458,-5.5547,1,0
CELL_017,5,-0.34982017519108266,-0.35217308629537875,-0.34746726408678646,mid,514.9,37.647,-11.8017,1,0
CELL_018,5,-0.3507233940890541,-0.35214942235300833,-0.3492973658250999,shallow,459.2,30.467,-9.6615,1,0
CELL_019,5,-0.3506314077865897,-0.352159493003461,-0.3491033225697184,shallow,374.7,36.203,-11.1162,1,0
CELL_020,5,-0.35005784504639886,-0.35255536965946227,-0.3475603204333357,mid,567.1,28.927,-8.7745,1,0
CELL_021,5,-0.35004668172535996,-0.3519449461947369,-0.3481484172559827,shallow,283.7,30.788,-9.1515,1,0
CELL_022,5,-0.350619234490924,-0.35205257483947316,-0.34918589414237533,shallow,375.3,16.679,-4.8381,1,0
CELL_023,5,-0.35059774235311136,-0.3518155109953163,-0.3493799737109062,shallow,419.8,30.091,-9.717,1,0
CELL_024,5,-0.3507650575282631,-0.35203397925653573,-0.3494961357999898,shallow,473.6,22.594,-6.4979,1,0
CELL_025,5,-0.3492551803341332,-0.3504916915701322,-0.3480186690981342,mid,671.1,20.849,-6.5099,1,0
CELL_026,5,-0.3505608153180045,-0.3522836409518276,-0.34883798968418134,shallow,319.8,38.866,-11.6567,1,0
CELL_027,5,-0.350604167431725,-0.35514887100336906,-0.34605946386008085,mid,508.5,25.562,-7.3201,1,0
CELL_028,5,-0.3499160362821138,-0.35193361171543486,-0.34789846084879267,mid,555.4,38.141,-11.9717,1,0
CELL_029,5,-0.3499611047808707,-0.3517727486489708,-0.34814946091277077,shallow,227.9,31.726,-9.8205,1,0
CELL_030,5,-0.34993980877836056,-0.3522308889072867,-0.34764872864943464,mid,564.5,34.036,-10.3113,1,0
CELL_031,5,-0.35021168482490206,-0.3517473069272475,-0.34867606272255663,shallow,302.3,25.074,-7.6855,1,0
CELL_032,5,-0.3500186547166507,-0.35168182447275803,-0.3483554849605434,shallow,239.0,28.989,-8.5412,1,0
CELL_033,5,-0.34966202375860767,-0.3507544132008883,-0.34856963431632737,mid,769.3,24.558,-6.9186,1,0
CELL_034,5,-0.3500001404436224,-0.3516740664788964,-0.3483262144083484,mid,779.4,16.709,-4.2196,1,0
CELL_035,5,-0.34857197529384104,-0.3498365006234136,-0.3473074499642687,mid,685.0,31.325,-10.0356,1,0
CELL_036,5,-0.3506261073864755,-0.35200129232198896,-0.3492509224509619,shallow,382.8,22.675,-6.6748,1,0
CELL_037,5,-0.3500421009192941,-0.351870761895647,-0.34821343994294124,shallow,258.6,13.757,-3.3952,1,0
CELL_038,5,-0.34981043888359425,-0.3517700695529271,-0.3478508082142614,mid,610.5,29.145,-8.7155,1,0
CELL_039,5,-0.350673714031797,-0.35219916043464855,-0.3491482676289452,shallow,464.1,19.504,-5.438,1,0
CELL_040,5,-0.3500344066676208,-0.35162434875185444,-0.34844446458338707,shallow,273.2,43.753,-13.4574,1,0
CELL_041,5,-0.35068362742141745,-0.35213658185565555,-0.34923067298717936,shallow,497.1,39.409,-12.5712,1,0
CELL_042,5,-0.34971656249910377,-0.35112349255370684,-0.34830963244450036,shallow,220.6,37.765,-11.8711,1,0
CELL_043,5,-0.3489552548240018,-0.3502209298315295,-0.3476895798164744,mid,745.6,21.615,-6.3974,1,0
CELL_044,5,-0.3504422603739833,-0.3518859215000909,-0.3489985992478757,shallow,355.3,17.861,-4.7785,1,0
CELL_045,5,-0.34981788565619615,-0.3516882721576289,-0.3479474991547634,mid,597.5,39.905,-12.6399,1,0
CELL_046,5,-0.3505936351928147,-0.352041959164547,-0.34914531122108255,shallow,387.0,28.105,-8.4552,1,0
CELL_047,5,-0.3498490503606161,-0.3520676168189757,-0.3476304839022565,mid,512.0,37.896,-11.7147,1,0
CELL_048,5,-0.34977564360651653,-0.35227257864046013,-0.3472787085725732,mid,528.0,37.881,-11.4119,1,0
CELL_049,5,-0.35061719880633235,-0.35236930609192346,-0.34886509152074124,shallow,310.9,37.628,-11.6654,1,0
CELL_050,5,-0.3517440693458907,-0.35727450516946385,-0.34621363352231765,deep,3706.5,4.713,-0.9455,0,0
CELL_051,5,-0.35028186011482926,-0.3519509014141743,-0.34861281881548434,deep,1566.6,6.197,-0.9296,0,0
CELL_052,5,-0.3500925743554109,-0.3514859564856973,-0.3486991922251244,mid,1263.7,4.461,-0.5317,0,0
CELL_053,5,-0.3503149307508674,-0.3516569793545927,-0.3489728821471416,deep,2366.2,4.621,-0.8247,0,0
CELL_054,5,-0.35307318956891565,-0.35925407887542676,-0.34689230026240453,deep,3954.1,1.946,0.0601,0,0
CELL_055,5,-0.3504039704692978,-0.35214413762623026,-0.3486638033123654,deep,1574.6,7.612,-1.4915,0,0
CELL_056,5,-0.3503108817049742,-0.35172772319871437,-0.3488940402112337,deep,2950.8,0.0,1.0307,0,0
CELL_057,5,-0.34841597939324864,-0.3521394478645653,-0.344692510921932,deep,3237.2,2.234,-0.1458,0,0
CELL_058,5,-0.35009917187906353,-0.3514264727890496,-0.34877187096907736,deep,1560.4,4.96,-0.098,0,0
CELL_059,5,-0.34891017818594366,-0.35244593186355716,-0.34537442450833017,deep,3130.3,2.062,0.429,0,0
CELL_060,5,-0.3503364598294173,-0.35170757610759246,-0.3489653435512418,deep,1976.9,1.625,0.8058,0,0
CELL_061,5,-0.35030028801967966,-0.3516568627123295,-0.3489437133270297,deep,2823.4,4.56,-1.1771,0,0
CELL_062,5,-0.3504205399529683,-0.35163018633411114,-0.34921089357182544,deep,2827.3,4.486,-0.6993,0,0
CELL_063,5,-0.35030795950917243,-0.3513705467804367,-0.34924537223790814,deep,2514.5,5.424,-0.6408,0,0
CELL_064,5,-0.3500153399325526,-0.35138939928483554,-0.3486412805802695,mid,1088.9,4.314,-0.0515,0,0
CELL_065,5,-0.33935333235072,-0.34630918753547424,-0.3323974771659657,deep,3473.0,0.913,0.1809,0,0
CELL_066,5,-0.35039976702565373,-0.35177624644249517,-0.34902328760881274,deep,1826.5,5.997,-1.0886,0,0
CELL_067,5,-0.35009027084273653,-0.35141068809651366,-0.3487698535889593,mid,1396.9,4.868,-0.5547,0,0
CELL_068,5,-0.35020746260174734,-0.3514155007648018,-0.34899942443869286,mid,930.5,2.917,0.2497,0,0
CELL_069,5,-0.3504432259004045,-0.35180229666005586,-0.34908415514075336,deep,2690.9,0.0,0.8269,0,0
CELL_070,5,-0.3502490527710831,-0.35208505514369826,-0.3484130503984679,deep,2968.2,2.172,-0.2263,0,0
CELL_071,5,-0.35006805299747595,-0.3515542967403322,-0.3485818092546193,mid,853.1,2.335,0.6762,0,0
CELL_072,5,-0.3503120096496165,-0.35160069096696667,-0.34902332833226624,deep,2438.7,5.497,-0.7256,0,0
CELL_073,5,-0.3501769390104136,-0.3519489092550189,-0.34840496876580823,deep,1524.8,4.705,0.0571,0,0
CELL_074,5,-0.35029723298921395,-0.3521370337668123,-0.34845743221161546,deep,2864.6,0.0,0.7143,0,0
CELL_075,5,-0.3502307840215602,-0.35165941777701226,-0.34880215026610784,mid,1358.0,3.33,0.3261,0,0
CELL_076,5,-0.3501077261663925,-0.35163841516654465,-0.3485770371662404,deep,3011.0,4.04,-0.5555,0,0
CELL_077,5,-0.3502760455011562,-0.3520826107927981,-0.34846948020951485,deep,2037.6,0.0,1.2776,0,0
