cell_id,ite,ite_lo,ite_hi,depth_zone,bathymetry,vessel_density,dvm_amplitude,is_treated,is_post_covid
LAT54.5_LON5.2,-0.34354029699404187,-0.3566628949319386,-0.33041769905614515,shallow,95,0.05789681729145762,2.2169327779816457,1,0
LAT57.0_LON7.2,-0.346971756073698,-0.35718611387313093,-0.33675739827426454,shallow,95,0.021185448879818356,1.9710259276624302,1,0
LAT37.4_LON-35.7,-0.334009673196518,-0.3703324240211252,-0.2976869223719111,deep,4200,0.00886155782183973,0.05863185963612453,0,0
LAT56.7_LON6.2,-0.3463600555246262,-0.3568588814505553,-0.3358612295986971,shallow,95,0.02047171001545666,2.2058992346701336,1,0
LAT50.3_LON-0.2,-0.34305636427446584,-0.35158374192013503,-0.3345289866287969,shallow,60,0.4784373541252466,1.296469230334452,1,0
LAT57.5_LON7.0,-0.3434841447030484,-0.35276337331394875,-0.33420491609214814,shallow,95,0.7418769694731793,1.286022956349607,1,0
LAT40.0_LON-41.4,-0.3445859493675724,-0.3571934656815709,-0.33197843305357394,deep,4500,0.010347814045275261,0.18826092432139765,0,0
LAT54.2_LON2.6,-0.34876738930412476,-0.3561601816866418,-0.34137459692160826,shallow,95,0.003442740404568183,2.181406195409333,1,0
LAT57.8_LON5.3,-0.3435843526580788,-0.3582180137426897,-0.3289506915734681,shallow,95,0.04654976883607598,2.2265305863468323,1,0
LAT40.6_LON-37.2,-0.3371364850855709,-0.3684382309668636,-0.3058347392042779,deep,4500,0.022025141661420347,0.41086735345662245,0,0
LAT54.5_LON7.3,-0.3415509271373744,-0.3531052418182859,-0.3299966124564629,shallow,95,0.12798597377177623,1.9354525064971937,1,0
LAT53.9_LON6.9,-0.34732537615105863,-0.35486848571528373,-0.3397822665868335,shallow,95,0.550343045989764,2.148007453558108,1,0
LAT53.0_LON3.1,-0.3476982712532694,-0.35632551406236873,-0.3390710284441701,shallow,95,0.1313251520666135,2.326849199011282,1,0
LAT55.7_LON6.9,-0.3453039340277431,-0.35844687416371773,-0.3321609938917685,shallow,95,0.1429269073324144,1.608248209676982,1,0
LAT48.1_LON-5.0,-0.34707392837329665,-0.35266271313604136,-0.3414851436105518,shallow,60,0.18086142822925388,1.2370761408139614,1,0
LAT41.2_LON-42.2,-0.3442183743408277,-0.354216203440991,-0.3342205452406641,deep,4500,0.009911173798842226,0.36922955649716155,0,0
LAT56.3_LON2.7,-0.3469408981291359,-0.35242666472549744,-0.3414551315327743,shallow,95,0.061345155647903146,1.857482421765792,1,0
LAT53.3_LON2.4,-0.343564120008036,-0.3527624199837295,-0.3343658200323426,shallow,95,0.010860026642052479,1.472506675907908,1,0
LAT55.5_LON5.9,-0.34718555027890596,-0.3530536972406762,-0.3413174033171357,shallow,95,0.19598989317778315,2.0299985813474852,1,0
LAT37.1_LON-38.1,-0.3298206987783593,-0.3736044303312469,-0.28603696722547156,deep,4200,0.016516757014111257,0.4355054889512838,0,0
LAT50.5_LON0.1,-0.3453298618828785,-0.3528238121053843,-0.3378359116603727,shallow,60,1.1772156920947339,0.7530605755695232,1,0
LAT50.6_LON-3.1,-0.34377338455526785,-0.3521462636968577,-0.335400505413678,shallow,60,0.260987712425655,1.4482176934953324,1,0
LAT54.8_LON6.2,-0.3489276197714978,-0.35682218425738726,-0.3410330552856083,shallow,95,0.22783384243206956,1.7089447607537482,1,0
LAT57.3_LON6.0,-0.339808264548978,-0.3543994977120505,-0.32521703138590574,shallow,95,0.0060373910997183495,1.4760107334952208,1,0
LAT40.3_LON-42.4,-0.34311574485615515,-0.352262353842797,-0.33396913586951316,deep,4500,0.02155771267966191,0.4588878500383475,0,0
LAT54.9_LON5.7,-0.34391509666620534,-0.3552475605972963,-0.3325826327351143,shallow,95,0.08743441037227717,2.518781424562361,1,0
LAT54.7_LON7.4,-0.34625985317976465,-0.35486894875267416,-0.33765075760685526,shallow,95,0.2774177011856674,1.0780147810220435,1,1
LAT36.7_LON-32.3,-0.33716874111097545,-0.37040851420488435,-0.3039289680170664,deep,4200,0.03064878652847285,0.520664821030266,0,0
LAT56.7_LON5.2,-0.3439865621007476,-0.3517878029524168,-0.3361853212490777,shallow,95,0.023203510531601815,1.8079711187839251,1,0
LAT38.0_LON-38.2,-0.28696996827573945,-0.396724331552305,-0.17721560499917388,deep,4200,0.011156718091551852,0.3393321164090974,0,0
LAT48.7_LON-4.9,-0.345160026410523,-0.3558822469194271,-0.3344378059016189,shallow,60,0.0033643690782853303,1.6164841547994555,1,0
LAT39.4_LON-31.3,-0.34373674904192303,-0.3537262113581699,-0.3337472867256763,deep,4200,0.14266380359417913,0.315403806386689,0,0
LAT56.3_LON3.0,-0.34728879321332234,-0.3527236040377863,-0.3418539823888584,shallow,95,0.0316396240107632,2.0454007794995768,1,0
LAT54.4_LON5.4,-0.34387229352107446,-0.35601231643505216,-0.33173227060709665,shallow,95,0.38501033626826975,1.7114442923433082,1,0
LAT50.3_LON0.5,-0.3473364738960306,-0.35346309754281713,-0.3412098502492438,shallow,60,0.24641904266486042,1.3720754482854065,1,0
LAT56.7_LON5.1,-0.3460902313948403,-0.3509347080071874,-0.34124575478249275,shallow,95,0.038203222586952135,1.6223901386681214,1,0
LAT36.9_LON-37.3,-0.3434290273720998,-0.35324189041215875,-0.3336161643320409,deep,4200,0.007991076304912326,0.33025912601564933,0,0
LAT42.2_LON-41.6,-0.3476344498734512,-0.35688780991868835,-0.3383810898282141,deep,4500,0.01866077258313502,0.45877823153002867,0,0
LAT50.7_LON-2.8,-0.3473415048049547,-0.3544921680775241,-0.34019084153238505,shallow,60,0.013046026850156343,1.8051986373869342,1,0
LAT35.5_LON-33.4,-0.3343561948078012,-0.37353146276055,-0.29518092685505243,deep,4200,0.016623118099780843,0.2633708867922949,0,0
LAT36.4_LON-31.5,-0.3288023340842242,-0.3612795801073292,-0.29632508806111924,deep,4200,0.013297934684636942,0.5335712478704142,0,0
LAT53.0_LON2.4,-0.3443275281063443,-0.35395426500774285,-0.3347007912049458,shallow,95,0.007761560277941115,1.8766372410833965,1,0
LAT41.6_LON-43.3,-0.34244525883114924,-0.3508672492413527,-0.3340232684209459,deep,4500,0.017244490758166323,0.5045900751906326,0,0
LAT55.5_LON5.9,-0.34609746549613163,-0.356805636958278,-0.33538929403398526,shallow,95,0.008788784447434224,1.9561844251442262,1,1
LAT39.4_LON-33.7,-0.33381108265584275,-0.3689238735241598,-0.29869829178752605,deep,4200,0.15795181017121274,0.5861923350117251,0,1
LAT51.7_LON1.3,-0.34374556950558705,-0.3520149191670004,-0.3354762198441737,shallow,60,0.01681064948767196,1.40149020711386,1,0
LAT53.8_LON3.9,-0.34652652590882566,-0.3522785197207731,-0.3407745320968783,shallow,95,0.05845661247919228,1.6105254141102416,1,0
LAT57.6_LON5.6,-0.3467225835302894,-0.35340204320579655,-0.34004312385478214,shallow,95,0.1004048648720893,2.0629126567405103,1,0
LAT51.3_LON-4.9,-0.34736078695677747,-0.35210907471994013,-0.3426124991936147,shallow,60,0.24287274015056132,1.5809643868613044,1,0
LAT48.9_LON-3.2,-0.34683818026343993,-0.3549585407006829,-0.33871781982619675,shallow,60,0.008576062276095052,1.754686712570311,1,0
LAT55.5_LON5.1,-0.3454594075245773,-0.3516403121602313,-0.33927850288892336,shallow,95,0.009379368370494294,1.6793655940643013,1,0
LAT50.5_LON-0.6,-0.3452935186527138,-0.3565749961111325,-0.33401204119429506,shallow,60,2.95222546926756,0.25220790149702466,1,0
LAT50.2_LON1.3,-0.34559442472757695,-0.35154512346660555,-0.3396437259885485,shallow,60,0.029277288318522922,1.5621203592383668,1,0
LAT49.9_LON-2.9,-0.3481778580100008,-0.35718840347274133,-0.33916731254726035,shallow,60,3.634640993899565,0.15513874100816483,1,1
LAT57.7_LON3.4,-0.3437798908153595,-0.3524346738744213,-0.33512510775629756,shallow,95,0.6433726092634493,1.5730885448907228,1,0
LAT57.8_LON2.9,-0.34717456275956915,-0.35282313297934587,-0.34152599253979243,shallow,95,0.021826414369774547,2.1952419621462766,1,0
LAT39.8_LON-37.2,-0.28579324097218156,-0.39562693500915663,-0.1759595469352066,deep,4200,0.009085475896933596,0.44477643461584265,0,1
LAT37.8_LON-33.7,-0.327927774678964,-0.3660688774380292,-0.28978667191989893,deep,4200,0.009673260844054992,0.24008854940198662,0,0
LAT48.3_LON-4.8,-0.34568710294509025,-0.3565292519022668,-0.3348449539879136,shallow,60,0.03506557055969935,2.116421067919196,1,0
LAT56.1_LON6.9,-0.3461310287017323,-0.3546705274111402,-0.3375915299923244,shallow,95,0.011783688701814675,2.426413173490059,1,0
LAT35.7_LON-36.5,-0.3437816151690789,-0.34968411007316835,-0.33787912026498945,deep,4200,0.019427691990331508,0.26401357615867455,0,0
LAT49.8_LON-0.6,-0.34462331465496887,-0.352897419374508,-0.3363492099354297,shallow,60,0.5850727394368227,1.074996126685161,1,1
LAT41.1_LON-37.9,-0.3338627556267699,-0.36724894509556455,-0.3004765661579753,deep,4500,0.018232529264518002,0.021370562261098326,0,1
LAT41.8_LON-36.9,-0.3418089366324106,-0.3472226961521006,-0.33639517711272043,deep,4500,0.012603788651845955,1.0789540711809795,0,0
LAT42.9_LON-42.9,-0.34433087232764614,-0.3559768113731907,-0.3326849332821016,deep,4500,0.01999308512994352,0.24108192150210958,0,0
LAT39.8_LON-38.8,-0.3438943434854478,-0.3536604690930288,-0.3341282178778668,deep,4200,0.014260782407540563,-0.09669603226487142,0,0
LAT41.3_LON-44.2,-0.3437713117763914,-0.3544373865831057,-0.33310523696967714,deep,4500,0.011797683581508045,0.26968365332708677,0,0
LAT41.0_LON-37.9,-0.34425055527281795,-0.355602756316761,-0.3328983542288752,deep,4500,0.020300972483197583,0.8498041865492573,0,0
LAT54.5_LON6.6,-0.346971756073698,-0.35718611387313093,-0.33675739827426454,shallow,95,0.009454940720838472,1.7499848389078059,1,0
LAT52.7_LON2.9,-0.34555745611908356,-0.35753552149786866,-0.3335793907402987,shallow,95,0.08996188564489917,2.1848902039395552,1,0
LAT53.3_LON5.7,-0.34626569589219713,-0.35497879729859816,-0.3375525944857961,shallow,95,0.012220328948247714,2.0291803567950844,1,0
LAT37.3_LON-39.3,-0.3328350929507395,-0.38041278982514426,-0.2852573960763344,deep,4200,0.018741942885356546,0.03515357755030041,0,0
LAT55.6_LON7.9,-0.3340761174396753,-0.3594076019994793,-0.3087446328798712,shallow,95,0.018786726500375318,1.464302902131722,1,0
LAT55.4_LON5.1,-0.34703285780613563,-0.35229442444982745,-0.3417712911624438,shallow,95,0.03400755765488083,1.6211750574301897,1,0
LAT53.7_LON7.6,-0.34513094402332156,-0.35773736615213525,-0.332524521894508,shallow,95,0.4507834718511541,1.6664725256265973,1,0
LAT42.2_LON-37.3,-0.34559469959413525,-0.3649774615888144,-0.326211937599456,deep,4500,0.06586830076479923,0.03997645634889273,0,0
LAT49.7_LON-3.9,-0.34728790646578916,-0.3539042702953904,-0.34067154263618793,shallow,60,1.0205821995906363,1.3574356303947788,1,0
LAT50.4_LON-3.4,-0.3432440644035499,-0.3524410103846374,-0.3340471184224624,shallow,60,0.09060285113485535,1.4502444694958447,1,0
LAT43.6_LON-42.0,-0.33812973244887046,-0.3675813848465052,-0.3086780800512357,deep,4500,0.13538366717768982,0.31984591063206524,0,0
LAT53.7_LON6.7,-0.33400408225981726,-0.35992216812318856,-0.30808599639644596,shallow,95,0.9643563709345666,0.8905505411138104,1,0
LAT49.6_LON-4.4,-0.3465597828350268,-0.3548933889892748,-0.3382261766807789,shallow,60,0.06755048530394189,1.6367536383043535,1,0
LAT49.0_LON-3.8,-0.3454044825676423,-0.3558995251155928,-0.33490944001969175,shallow,60,0.39993167699733717,1.7908201519244544,1,0
LAT54.8_LON3.6,-0.34212203283761017,-0.3527276624832063,-0.33151640319201425,shallow,95,0.10298831966348479,1.8717759101131466,1,0
LAT41.8_LON-40.3,-0.3437104626929546,-0.35691845313867593,-0.3305024722472332,deep,4500,0.019878327116457914,0.6632634528095933,0,0
LAT49.7_LON-4.9,-0.34305636427446584,-0.35158374192013503,-0.3345289866287969,shallow,60,0.49027702234583465,1.4656995969637028,1,1
LAT37.1_LON-33.8,-0.3337615140991971,-0.37309926340684546,-0.2944237647915487,deep,4200,0.011361043335075004,0.239461253739247,0,0
LAT54.5_LON5.6,-0.3437798908153595,-0.3524346738744213,-0.33512510775629756,shallow,95,0.8106813959976469,1.4036314713379474,1,0
LAT52.8_LON5.4,-0.3437798908153595,-0.3524346738744213,-0.33512510775629756,shallow,95,0.011688523519899782,1.667914248355752,1,1
LAT36.9_LON-38.6,-0.3434625290025121,-0.35302015336048426,-0.33390490464453987,deep,4200,0.011657734784574377,0.5417776366520368,0,0
LAT35.6_LON-35.2,-0.3355698495433881,-0.367079444809565,-0.3040602542772112,deep,4200,0.033184658728910875,0.06808174665930833,0,0
LAT44.2_LON-44.1,-0.3413127264549769,-0.35166449541349576,-0.33096095749645826,deep,4500,0.020477307967334005,1.1507877643812643,0,0
LAT52.7_LON5.4,-0.341568944461662,-0.34817163561766334,-0.3349662533056607,shallow,95,0.03659381142221498,1.7864838381988428,1,0
LAT56.3_LON5.9,-0.34851791368006774,-0.3557036412159107,-0.3413321861442248,shallow,95,0.010213463200218941,1.8107929293660026,1,0
LAT35.5_LON-30.3,-0.325771715757369,-0.3749366410973148,-0.2766067904174233,deep,4200,0.0031768376903942167,0.3949492993198652,0,1
LAT53.6_LON4.5,-0.34876738930412476,-0.3561601816866418,-0.34137459692160826,shallow,95,0.15408082644802754,1.0510872783025504,1,0
LAT51.4_LON1.6,-0.34338727327636326,-0.3579704169096621,-0.3288041296430645,shallow,60,0.3355440345040962,1.8909334822492458,1,0
LAT51.1_LON1.8,-0.34736743989199603,-0.3545344401462935,-0.34020043963769836,shallow,60,0.09985346661217066,1.565118267977047,1,0
LAT35.9_LON-35.7,-0.3440428452460065,-0.3567143351910231,-0.33137135530099,deep,4200,0.01234348388954934,0.8295959847294498,0,0
LAT54.0_LON3.8,-0.34864182130180255,-0.3570293775851115,-0.3402542650184935,shallow,95,0.2326424830947103,1.8567036740530398,1,0
LAT41.2_LON-44.6,-0.33104338759151647,-0.3696036267298501,-0.29248314845318274,deep,4500,0.01972998139170823,0.3500074438800997,0,1
LAT51.1_LON-4.7,-0.34699441565297207,-0.3513195757634304,-0.3426692555425137,shallow,60,0.0759418151680845,1.7194607786607823,1,0
LAT49.9_LON0.0,-0.344622117515813,-0.35541297944499495,-0.33383125558663096,shallow,60,4.060096532481663,0.5613165620330351,1,0
LAT49.1_LON-3.8,-0.34426961602703454,-0.3510376068059291,-0.33750162524813976,shallow,60,0.2044344035847606,1.6618781292892049,1,0
LAT52.5_LON3.2,-0.34580200080238604,-0.3574862672658535,-0.3341177343389184,shallow,95,0.5733674220612905,2.0129226520969055,1,0
LAT50.8_LON-1.0,-0.3447596464693897,-0.35455234188405516,-0.3349669510547242,shallow,60,0.011293867912546843,1.4026372594552674,1,0
LAT42.4_LON-40.3,-0.34736881973165523,-0.3555538851257178,-0.339183754337593,deep,4500,0.07760720585159514,0.5001077881651217,0,0
LAT50.1_LON-2.6,-0.34711128860405027,-0.3578617472783679,-0.33636082992973254,shallow,60,6.100096557672448,0.16426465609346735,1,0
LAT37.2_LON-31.4,-0.24715956331593927,-0.5007822892620793,0.006463162630200775,deep,4200,0.06291538114949888,0.6862961838643449,0,0
LAT55.6_LON6.1,-0.34676591902835685,-0.3512197904732233,-0.3423120475834904,shallow,95,0.008822372158698303,1.306220388484618,1,0
LAT57.3_LON5.6,-0.3445853076465053,-0.3561704037432315,-0.3330002115497791,shallow,95,0.13058902139474238,1.4095880655030353,1,0
LAT41.6_LON-41.7,-0.3472094891225741,-0.35746088211740396,-0.33695809612774413,deep,4500,0.02555465032008741,0.0620270932183801,0,0
LAT36.7_LON-30.1,-0.32353049437431564,-0.38502416869151174,-0.2620368200571194,deep,4200,0.010073514403285275,0.003942375610821058,0,1
LAT37.4_LON-31.5,-0.32844012380145743,-0.376932805613888,-0.2799474419890269,deep,4200,0.014417525060106268,0.777774150107757,0,1
LAT50.7_LON-0.4,-0.33957607011613117,-0.3517119109297355,-0.3274402293025269,shallow,60,0.16823244879395988,1.8388242047098196,1,0
LAT50.2_LON-4.0,-0.3448503005778979,-0.3555981500396969,-0.33410245111609876,shallow,60,0.12746536424718294,0.9571282471966577,1,1
LAT55.7_LON4.2,-0.3447607142984012,-0.3540315579094138,-0.3354898706873885,shallow,95,0.02267170510325389,2.2224526886326323,1,1
LAT40.0_LON-38.1,-0.3384212799812781,-0.3714256214739406,-0.30541693848861556,deep,4500,0.009046290233792168,1.0614035850515928,0,0
LAT40.9_LON-36.7,-0.3393310783944358,-0.3628280315786721,-0.31583412521019955,deep,4500,0.08868275364092544,0.8067056670021827,0,0
LAT50.8_LON-5.0,-0.3448503005778979,-0.3555981500396969,-0.33410245111609876,shallow,60,0.00478904783107005,2.0675759983716118,1,0
LAT57.7_LON4.3,-0.343564120008036,-0.3527624199837295,-0.3343658200323426,shallow,95,0.3705396306653287,1.8389275395735598,1,0
LAT57.8_LON5.4,-0.3427735712177912,-0.35461250221529445,-0.3309346402202879,shallow,95,0.05944465098554396,1.6718775777230823,1,0
LAT40.4_LON-37.3,-0.3320388053069943,-0.36829962648475256,-0.29577798412923617,deep,4500,0.05052151569305342,0.022054330134069128,0,0
LAT50.4_LON-2.7,-0.34956409851409875,-0.35408995897929624,-0.34503823804890127,shallow,60,2.5269938487605565,0.5365310160164274,1,0
LAT52.8_LON2.6,-0.34702440780751476,-0.35260110507382936,-0.34144771054120016,shallow,95,0.012027199608479254,1.1256096221843515,1,0
LAT45.0_LON-44.7,-0.3446582863957953,-0.35447028369608413,-0.3348462890955065,deep,4500,0.011352646407258983,0.49955090695886895,0,0
LAT49.8_LON-0.1,-0.3433389098865187,-0.353467937928246,-0.33320988184479167,shallow,60,2.8650345698019484,0.38181163109317884,1,1
LAT36.4_LON-37.0,-0.3328996022800734,-0.3803063901622254,-0.28549281439792157,deep,4200,0.0040977007742177395,0.6436030877972438,0,0
LAT56.3_LON7.6,-0.3480094429919131,-0.3570985616536629,-0.33892032433016334,shallow,95,0.0798435876265951,1.9765218313350432,1,0
LAT51.2_LON1.6,-0.3482564134646443,-0.3586491479853878,-0.33786367894390074,shallow,60,0.45011731557774987,1.3261410107271419,1,1
LAT38.9_LON-38.4,-0.3428033552591838,-0.35414500989792586,-0.33146170062044167,deep,4200,0.02215389455459932,0.4275035206112422,0,0
LAT49.0_LON-2.6,-0.3480289630501194,-0.35268002162079914,-0.3433779044794396,shallow,60,0.026338363582915934,1.3469395375310986,1,0
LAT55.4_LON5.1,-0.3475387813320066,-0.3546616961673663,-0.3404158664966469,shallow,95,0.12003128415406664,1.377281914607447,1,0
LAT56.2_LON5.8,-0.343638928725521,-0.35244488660820056,-0.3348329708428413,shallow,95,0.07866241978047497,1.655058984996283,1,0
LAT48.9_LON-3.8,-0.3449893719707203,-0.35442391296966974,-0.3355548309717709,shallow,60,0.05827188006723985,1.4016258917827882,1,0
LAT53.8_LON7.2,-0.34598933096254353,-0.35278134260218946,-0.3391973193228974,shallow,95,1.1928087870490833,1.4921692468408359,1,0
LAT57.2_LON7.2,-0.34457084268901766,-0.3534520303668001,-0.335689655011235,shallow,95,0.18081104666235778,1.8110986489359597,1,0
LAT43.2_LON-39.6,-0.34542889787936737,-0.35844112733868433,-0.3324166684200504,deep,4500,0.010146287777690784,0.9073573642631168,0,0
LAT42.1_LON-39.7,-0.3373483564964974,-0.37021745100105635,-0.30447926199193837,deep,4500,0.004895408916739636,0.049237577569974794,0,0
LAT48.5_LON-4.9,-0.34354673523767476,-0.35349558171380974,-0.3335978887615398,shallow,60,0.04873297006824116,1.498983094808648,1,0
LAT51.7_LON1.9,-0.34789036908672155,-0.35580528456016997,-0.33997545361327314,shallow,60,0.12614704658006784,1.6412514049950775,1,0
LAT42.1_LON-35.7,-0.33486874819130513,-0.3703382835079777,-0.29939921287463234,deep,4500,0.006283700982321602,0.5919532464695854,0,1
LAT39.5_LON-34.5,-0.33580391406412136,-0.36711359960791234,-0.30449422852033037,deep,4200,0.011235089417834708,0.20941769709560093,0,1
LAT43.0_LON-42.4,-0.34479874560393603,-0.35609824729386697,-0.3334992439140054,deep,4500,0.011926436474687014,0.2880557381636113,0,0
LAT54.6_LON7.0,-0.34836888188553783,-0.35377048167470865,-0.3429672820963671,shallow,95,0.1842929727300674,1.4773935681989787,1,0
LAT55.3_LON6.5,-0.34750151824906833,-0.35443450539881033,-0.34056853109932655,shallow,95,0.0095780956621401,1.477295635512828,1,0
LAT55.2_LON8.0,-0.3446025181379925,-0.35299295264508745,-0.3362120836308973,shallow,95,0.11339771117941085,1.7680978991731617,1,0
LAT51.2_LON1.8,-0.3438614495103914,-0.3520321368373855,-0.33569076218339705,shallow,60,0.4965355325447082,2.112226462471851,1,0
LAT50.3_LON-2.8,-0.3342259306704755,-0.3533718617100247,-0.3150799996309262,shallow,60,0.7891152863901687,1.1830646575653796,1,0
LAT52.8_LON2.2,-0.34502469202439306,-0.35815490697131735,-0.331894477077469,shallow,95,0.4062461667149842,1.6211856129311086,1,0
LAT53.0_LON3.8,-0.34300075883643916,-0.3541578643950285,-0.3318436532778498,shallow,95,0.26798235329639963,1.554443200662523,1,0
LAT52.4_LON4.7,-0.3466896610458221,-0.3533070405217588,-0.3400722815698853,shallow,95,0.15016505910982358,2.027500435658416,1,0
LAT49.9_LON-0.9,-0.3468819508606851,-0.3523084128865217,-0.34145548883484844,shallow,60,0.013969688909918537,1.6368021945762754,1,0
LAT36.4_LON-39.2,-0.3446728254439981,-0.35317218825621877,-0.3361734626317775,deep,4200,0.010745268628566874,0.23646703784139506,0,0
LAT51.1_LON1.3,-0.3438975239425005,-0.3538683230662575,-0.33392672481874364,shallow,60,4.1107831877551,0.32554244695651313,1,0
LAT57.9_LON5.9,-0.3475232007156027,-0.3546857845290615,-0.3403606169021439,shallow,95,0.37581849928566663,1.4760758092205684,1,0
LAT50.2_LON-2.1,-0.3436755746804488,-0.35218076210407273,-0.33517038725682485,shallow,60,0.1089893240760004,1.4343601132236667,1,0
LAT56.3_LON3.0,-0.34568685324667975,-0.3531408876694929,-0.3382328188238666,shallow,95,0.03154725780478698,1.7371042983499074,1,0
LAT57.9_LON5.1,-0.3473899474606195,-0.3533871774975163,-0.34139271742372274,shallow,95,0.2889074974139213,2.0993956210836093,1,0
LAT40.9_LON-43.8,-0.33812973244887046,-0.3675813848465052,-0.3086780800512357,deep,4500,0.010266643743053736,0.27235627844002835,0,0
LAT36.3_LON-37.1,-0.263428427511575,-0.431505906277197,-0.0953509487459531,deep,4200,0.00869361926551933,0.05901391428996164,0,0
LAT52.3_LON4.0,-0.3464735126566158,-0.3527432580240293,-0.340203767289202,shallow,95,0.39711590720303197,1.9246171030646,1,0
LAT49.7_LON-0.8,-0.34720911330203524,-0.3529591966452805,-0.34145902995878985,shallow,60,0.26105768682412184,1.6009628420251898,1,0
LAT55.7_LON5.3,-0.34836121265225123,-0.35668491510227657,-0.3400375102022259,shallow,95,0.3726892441862298,1.49274969703047,1,0
LAT40.1_LON-37.0,-0.3419845353118529,-0.35808664418430924,-0.3258824264393967,deep,4500,0.009390564274248987,0.36023953295278577,0,0
LAT41.2_LON-37.0,-0.3439517517958075,-0.354415438647524,-0.333488064944091,deep,4500,0.005533575430757153,0.3111003913319459,0,0
LAT51.8_LON1.7,-0.3452096336665243,-0.3553692494356417,-0.3350500178974069,shallow,60,0.7923257117918272,0.8473629783327077,1,0
LAT49.5_LON-1.1,-0.3458358002912793,-0.3519630897363491,-0.3397085108462093,shallow,60,2.27088195242007,0.6429299682749742,1,0
LAT57.7_LON4.6,-0.34794161494151316,-0.35670742972537106,-0.33917580015765547,shallow,95,0.008984712763141356,2.0667187638314415,1,0
LAT36.1_LON-33.6,-0.3468708286653781,-0.3540104202071056,-0.3397312371236506,deep,4200,0.00430762396961824,0.59510090783161,0,0
LAT51.1_LON-4.3,-0.34462331465496887,-0.352897419374508,-0.3363492099354297,shallow,60,0.5745989714743069,1.5681864091270596,1,0
LAT56.3_LON7.4,-0.34328271950799916,-0.35291213014723405,-0.3336533088687638,shallow,95,0.060452282323466354,1.6110850313304612,1,0
LAT54.8_LON5.2,-0.34348101664669556,-0.3526324118754117,-0.3343296214179792,shallow,95,0.03770500486986829,1.5573625147138817,1,0
LAT49.7_LON-0.7,-0.34863816369655787,-0.35548605298371544,-0.3417902744094003,shallow,60,17.201574060098658,-4.672715034012041,1,0
LAT54.7_LON6.2,-0.3415957764121788,-0.348214346780284,-0.3349772060440736,shallow,95,0.055411326657915705,1.8979025307416049,1,0
LAT49.6_LON-3.7,-0.3410421488669485,-0.3546417187324713,-0.3274425790014257,shallow,60,0.02875947776986836,1.8783114078753085,1,1
LAT53.8_LON6.0,-0.34645448276946705,-0.35247781320276816,-0.34043115233616594,shallow,95,0.025381113811889663,2.3807430088307,1,0
LAT58.0_LON7.6,-0.33312489617279817,-0.3599161968834444,-0.30633359546215194,shallow,95,0.0929987745383597,0.9096880293817187,1,0
LAT56.0_LON6.7,-0.34477572439358756,-0.3522717749612327,-0.3372796738259423,shallow,95,0.3633014788879195,1.4986103043396422,1,0
LAT37.7_LON-33.6,-0.32687093829941605,-0.37490791815343694,-0.2788339584453948,deep,4200,0.04408946898598213,0.04795636751230664,0,0
LAT50.6_LON-0.9,-0.3428681714625637,-0.35255401280901144,-0.333182330116116,shallow,60,0.0008312958537859759,1.6394742367399635,1,0
LAT49.6_LON-4.6,-0.34526086449673077,-0.35367485097119894,-0.3368468780222627,shallow,60,0.4585114444178311,1.5135150499238594,1,0
LAT36.1_LON-38.4,-0.3436598674330906,-0.3554565811016329,-0.33186315376454845,deep,4200,0.01080964507515636,0.5595812315410613,0,0
LAT43.9_LON-43.7,-0.34350872408287925,-0.3544333809284555,-0.33258406723730305,deep,4500,0.0036694574556007213,0.7349289483936078,0,0
LAT52.0_LON2.3,-0.3435843526580788,-0.3582180137426897,-0.3289506915734681,shallow,95,0.10768220231263996,1.7654011385203168,1,0
LAT38.3_LON-30.6,-0.32844012380145743,-0.376932805613888,-0.2799474419890269,deep,4200,0.011352646407258981,0.00973663616611023,0,0
LAT52.6_LON3.9,-0.3497832382037287,-0.35748581060214535,-0.34208066580531193,shallow,95,0.12914474981038696,2.155406993944643,1,0
LAT49.9_LON-2.7,-0.34620071068804836,-0.35432492853915726,-0.3380764928369395,shallow,60,0.6661646703320661,0.5668166736378453,1,0
LAT56.2_LON6.8,-0.3484081647980512,-0.35683254586772795,-0.33998378372837446,shallow,95,0.10428704449902919,1.984225153575198,1,0
LAT36.0_LON-38.5,-0.33412551360529646,-0.37282893094666075,-0.2954220962639322,deep,4200,0.011237888393773375,0.29161883447431564,0,1
LAT53.8_LON4.3,-0.34401801754324474,-0.3538687436299558,-0.3341672914565338,shallow,95,0.05426934447493699,1.3332276437276933,1,1
LAT51.2_LON1.9,-0.3440093550588343,-0.3533313174831314,-0.3346873926345374,shallow,60,0.02969993368526259,1.0335040101902326,1,0
LAT42.2_LON-44.0,-0.3423663524178296,-0.35096299324713626,-0.33376971158852303,deep,4500,0.03216863046317246,0.3315384425470475,0,0
LAT49.9_LON-4.0,-0.34256222215655807,-0.34897365029393485,-0.3361507940191811,shallow,60,0.7594909250552507,1.1899613950718075,1,0
LAT41.7_LON-43.7,-0.34439007288162876,-0.355620773122541,-0.3331593726407163,deep,4500,0.0466841196811323,0.3551079747795712,0,0
LAT39.1_LON-35.6,-0.3429562171334184,-0.3545842246590435,-0.3313282096077934,deep,4200,0.04873297006824116,-0.18024117278425528,0,0
