cell_id,week_index,year,week,date,treated,post,covid_active,vessel_density,dvm_amplitude,sst,log_chla,bathymetry,season_sin,season_cos,season_q
CELL_019,21,2018,22,2018-05-28,1,0,0,35.626,-11.5457,17.213,0.2109,374.7,0.4647,-0.8855,1
CELL_020,21,2018,22,2018-05-28,1,0,0,29.194,-8.7227,18.425,0.944,567.1,0.4647,-0.8855,1
CELL_021,21,2018,22,2018-05-28,1,0,0,27.093,-8.1068,17.287,0.6205,283.7,0.4647,-0.8855,1
CELL_022,21,2018,22,2018-05-28,1,0,0,15.389,-4.3352,16.917,0.4669,375.3,0.4647,-0.8855,1
CELL_023,21,2018,22,2018-05-28,1,0,0,25.661,-7.3416,15.558,0.9612,419.8,0.4647,-0.8855,1
CELL_024,21,2018,22,2018-05-28,1,0,0,19.871,-5.4405,16.132,0.5673,473.6,0.4647,-0.8855,1
CELL_025,21,2018,22,2018-05-28,1,0,0,20.794,-5.9396,17.135,1.5603,671.1,0.4647,-0.8855,1
CELL_026,21,2018,22,2018-05-28,1,0,0,35.895,-11.0483,17.449,1.5205,319.8,0.4647,-0.8855,1
CELL_027,21,2018,22,2018-05-28,1,0,0,22.652,-6.5306,16.689,0.1196,508.5,0.4647,-0.8855,1
CELL_028,21,2018,22,2018-05-28,1,0,0,34.599,-10.7988,16.548,0.1767,555.4,0.4647,-0.8855,1
CELL_029,21,2018,22,2018-05-28,1,0,0,30.046,-9.3774,16.93,0.69,227.9,0.4647,-0.8855,1
CELL_030,21,2018,22,2018-05-28,1,0,0,36.124,-11.0332,16.749,0.1846,564.5,0.4647,-0.8855,1
CELL_031,21,2018,22,2018-05-28,1,0,0,28.519,-7.9861,16.666,1.3864,302.3,0.4647,-0.8855,1
CELL_032,21,2018,22,2018-05-28,1,0,0,29.132,-9.1703,17.066,0.1848,239.0,0.4647,-0.8855,1
CELL_033,21,2018,22,2018-05-28,1,0,0,26.915,-8.1774,16.936,0.8452,769.3,0.4647,-0.8855,1
CELL_034,21,2018,22,2018-05-28,1,0,0,20.356,-6.0714,15.82,0.2096,779.4,0.4647,-0.8855,1
CELL_035,21,2018,22,2018-05-28,1,0,0,32.497,-10.361,17.629,0.0974,685.0,0.4647,-0.8855,1
CELL_036,21,2018,22,2018-05-28,1,0,0,23.925,-6.8889,16.548,0.909,382.8,0.4647,-0.8855,1
CELL_037,21,2018,22,2018-05-28,1,0,0,16.121,-4.2179,16.606,1.0124,258.6,0.4647,-0.8855,1
CELL_038,21,2018,22,2018-05-28,1,0,0,30.41,-8.8246,17.026,0.9457,610.5,0.4647,-0.8855,1
CELL_039,21,2018,22,2018-05-28,1,0,0,18.646,-5.0881,17.972,0.3493,464.1,0.4647,-0.8855,1
CELL_040,21,2018,22,2018-05-28,1,0,0,40.146,-12.5561,16.058,0.8324,273.2,0.4647,-0.8855,1
CELL_041,21,2018,22,2018-05-28,1,0,0,40.099,-12.5688,16.61,0.5252,497.1,0.4647,-0.8855,1
CELL_042,21,2018,22,2018-05-28,1,0,0,37.674,-11.5145,17.449,0.5662,220.6,0.4647,-0.8855,1
CELL_043,21,2018,22,2018-05-28,1,0,0,22.897,-6.5995,16.297,1.4411,745.6,0.4647,-0.8855,1
CELL_044,21,2018,22,2018-05-28,1,0,0,18.589,-5.5017,17.502,0.6015,355.3,0.4647,-0.8855,1
CELL_045,21,2018,22,2018-05-28,1,0,0,38.169,-11.6797,16.87,1.2624,597.5,0.4647,-0.8855,1
CELL_046,21,2018,22,2018-05-28,1,0,0,24.335,-6.7915,17.429,1.0615,387.0,0.4647,-0.8855,1
CELL_047,21,2018,22,2018-05-28,1,0,0,40.164,-12.59,15.234,0.6011,512.0,0.4647,-0.8855,1
CELL_048,21,2018,22,2018-05-28,1,0,0,38.685,-11.9907,17.572,0.8314,528.0,0.4647,-0.8855,1
CELL_049,21,2018,22,2018-05-28,1,0,0,37.009,-11.6912,15.75,-0.5816,310.9,0.4647,-0.8855,1
CELL_050,21,2018,22,2018-05-28,0,0,0,3.088,-0.5495,16.007,-0.1715,3706.5,0.4647,-0.8855,1
CELL_051,21,2018,22,2018-05-28,0,0,0,4.893,-0.3176,17.321,0.7731,1566.6,0.4647,-0.8855,1
CELL_052,21,2018,22,2018-05-28,0,0,0,2.222,0.5576,17.493,0.7025,1263.7,0.4647,-0.8855,1
CELL_053,21,2018,22,2018-05-28,0,0,0,0.942,0.4975,17.646,0.8264,2366.2,0.4647,-0.8855,1
CELL_054,21,2018,22,2018-05-28,0,0,0,1.329,0.0653,16.597,0.9234,3954.1,0.4647,-0.8855,1
CELL_055,21,2018,22,2018-05-28,0,0,0,4.153,-0.1703,17.105,0.6953,1574.6,0.4647,-0.8855,1
CELL_056,21,2018,22,2018-05-28,0,0,0,2.681,0.0281,16.782,0.7872,2950.8,0.4647,-0.8855,1
CELL_057,21,2018,22,2018-05-28,0,0,0,4.735,-0.9818,15.328,0.5281,3237.2,0.4647,-0.8855,1
CELL_058,21,2018,22,2018-05-28,0,0,0,8.258,-1.3595,16.74,0.5822,1560.4,0.4647,-0.8855,1
CELL_059,21,2018,22,2018-05-28,0,0,0,4.722,-0.6725,15.885,0.6434,3130.3,0.4647,-0.8855,1
CELL_060,21,2018,22,2018-05-28,0,0,0,0.0,1.3919,16.236,0.5871,1976.9,0.4647,-0.8855,1
CELL_061,21,2018,22,2018-05-28,0,0,0,1.252,0.2691,17.71,0.6278,2823.4,0.4647,-0.8855,1
CELL_062,21,2018,22,2018-05-28,0,0,0,4.093,-0.3669,16.158,0.907,2827.3,0.4647,-0.8855,1
CELL_063,21,2018,22,2018-05-28,0,0,0,1.935,0.6082,17.247,1.4247,2514.5,0.4647,-0.8855,1
CELL_064,21,2018,22,2018-05-28,0,0,0,7.553,-0.9353,16.372,-0.12,1088.9,0.4647,-0.8855,1
CELL_065,21,2018,22,2018-05-28,0,0,0,7.04,-2.1853,18.023,0.5109,3473.0,0.4647,-0.8855,1
CELL_066,21,2018,22,2018-05-28,0,0,0,3.675,0.1042,15.441,0.6251,1826.5,0.4647,-0.8855,1
CELL_067,21,2018,22,2018-05-28,0,0,0,5.243,-0.6666,17.03,1.3666,1396.9,0.4647,-0.8855,1
CELL_068,21,2018,22,2018-05-28,0,0,0,6.05,-1.4155,18.382,0.6133,930.5,0.4647,-0.8855,1
CELL_069,21,2018,22,2018-05-28,0,0,0,2.741,0.0235,16.51,0.1006,2690.9,0.4647,-0.8855,1
CELL_070,21,2018,22,2018-05-28,0,0,0,3.937,-1.033,16.913,0.0474,2968.2,0.4647,-0.8855,1
CELL_071,21,2018,22,2018-05-28,0,0,0,1.306,1.0548,16.388,0.5083,853.1,0.4647,-0.8855,1
CELL_072,21,2018,22,2018-05-28,0,0,0,2.939,-0.2796,17.891,0.1835,2438.7,0.4647,-0.8855,1
CELL_073,21,2018,22,2018-05-28,0,0,0,5.933,-0.387,17.147,1.445,1524.8,0.4647,-0.8855,1
CELL_074,21,2018,22,2018-05-28,0,0,0,5.052,-0.699,17.22,1.2099,2864.6,0.4647,-0.8855,1
CELL_075,21,2018,22,2018-05-28,0,0,0,2.623,0.4789,17.517,1.4853,1358.0,0.4647,-0.8855,1
CELL_076,21,2018,22,2018-05-28,0,0,0,5.058,-1.6878,17.89,-0.4172,3011.0,0.4647,-0.8855,1
CELL_077,21,2018,22,2018-05-28,0,0,0,2.48,0.3521,16.8,0.9816,2037.6,0.4647,-0.8855,1
CELL_078,21,2018,22,2018-05-28,0,0,0,6.214,-1.3442,16.137,0.9641,3797.5,0.4647,-0.8855,1
CELL_079,21,2018,22,2018-05-28,0,0,0,4.85,-0.2484,18.399,0.8009,1240.1,0.4647,-0.8855,1
CELL_080,21,2018,22,2018-05-28,0,0,0,0.0,1.4846,16.363,0.5823,1891.4,0.4647,-0.8855,1
CELL_081,21,2018,22,2018-05-28,0,0,0,3.262,-0.0651,17.425,0.678,1163.1,0.4647,-0.8855,1
CELL_082,21,2018,22,2018-05-28,0,0,0,4.643,-1.5371,16.475,0.4643,3759.0,0.4647,-0.8855,1
CELL_083,21,2018,22,2018-05-28,0,0,0,4.891,-0.7148,16.404,0.4208,3607.5,0.4647,-0.8855,1
CELL_084,21,2018,22,2018-05-28,0,0,0,5.993,-0.7489,16.974,1.1765,1625.4,0.4647,-0.8855,1
CELL_085,21,2018,22,2018-05-28,0,0,0,4.427,-0.2967,16.418,0.8352,2911.9,0.4647,-0.8855,1
CELL_086,21,2018,22,2018-05-28,0,0,0,5.206,-1.4425,17.741,0.4081,3415.1,0.4647,-0.8855,1
CELL_087,21,2018,22,2018-05-28,0,0,0,3.229,-0.2332,17.643,1.1483,2576.6,0.4647,-0.8855,1
CELL_088,21,2018,22,2018-05-28,0,0,0,2.245,0.3486,15.989,0.8152,2494.9,0.4647,-0.8855,1
CELL_089,21,2018,22,2018-05-28,0,0,0,2.837,0.0112,16.824,0.9944,1573.9,0.4647,-0.8855,1
CELL_090,21,2018,22,2018-05-28,0,0,0,8.163,-1.6032,16.486,1.3076,1097.9,0.4647,-0.8855,1
CELL_091,21,2018,22,2018-05-28,0,0,0,1.01,0.4116,16.422,0.6313,3671.1,0.4647,-0.8855,1
CELL_092,21,2018,22,2018-05-28,0,0,0,2.428,-0.3362,17.056,0.5932,3681.3,0.4647,-0.8855,1
CELL_093,21,2018,22,2018-05-28,0,0,0,1.464,0.6531,17.102,0.6342,2825.9,0.4647,-0.8855,1
CELL_094,21,2018,22,2018-05-28,0,0,0,0.825,1.0807,15.342,0.9879,1884.9,0.4647,-0.8855,1
CELL_095,21,2018,22,2018-05-28,0,0,0,3.637,0.4597,15.565,1.4475,1917.5,0.4647,-0.8855,1
CELL_096,21,2018,22,2018-05-28,0,0,0,0.317,0.9793,16.422,1.5109,3123.1,0.4647,-0.8855,1
CELL_097,21,2018,22,2018-05-28,0,0,0,2.164,-0.6571,16.562,0.1184,3670.8,0.4647,-0.8855,1
CELL_098,21,2018,22,2018-05-28,0,0,0,6.859,-1.5664,15.314,0.8025,3638.7,0.4647,-0.8855,1
CELL_099,21,2018,22,2018-05-28,0,0,0,1.87,0.6614,16.049,1.2854,3295.6,0.4647,-0.8855,1
CELL_000,22,2018,23,2018-06-04,1,0,0,29.816,-8.7278,17.089,1.216,424.7,0.3546,-0.935,1
CELL_001,22,2018,23,2018-06-04,1,0,0,15.303,-4.0131,15.797,0.756,770.4,0.3546,-0.935,1
CELL_002,22,2018,23,2018-06-04,1,0,0,20.919,-5.9304,14.904,-0.1344,639.2,0.3546,-0.935,1
CELL_003,22,2018,23,2018-06-04,1,0,0,36.481,-11.6343,15.626,-0.2713,559.2,0.3546,-0.935,1
CELL_004,22,2018,23,2018-06-04,1,0,0,30.055,-9.1198,16.65,0.6472,293.6,0.3546,-0.935,1
CELL_005,22,2018,23,2018-06-04,1,0,0,17.584,-4.9464,15.078,0.881,293.6,0.3546,-0.935,1
CELL_006,22,2018,23,2018-06-04,1,0,0,15.86,-3.9518,15.158,1.0037,234.9,0.3546,-0.935,1
CELL_007,22,2018,23,2018-06-04,1,0,0,31.561,-9.7508,15.242,0.4629,719.7,0.3546,-0.935,1
CELL_008,22,2018,23,2018-06-04,1,0,0,15.893,-4.4337,15.335,1.2777,560.7,0.3546,-0.935,1
CELL_009,22,2018,23,2018-06-04,1,0,0,17.407,-4.859,17.469,0.3952,624.8,0.3546,-0.935,1
CELL_010,22,2018,23,2018-06-04,1,0,0,29.156,-9.222,15.747,0.1948,212.4,0.3546,-0.935,1
CELL_011,22,2018,23,2018-06-04,1,0,0,37.834,-12.037,15.926,-0.35,781.9,0.3546,-0.935,1
CELL_012,22,2018,23,2018-06-04,1,0,0,32.521,-9.8121,15.514,0.1462,699.5,0.3546,-0.935,1
CELL_013,22,2018,23,2018-06-04,1,0,0,20.113,-5.257,14.587,1.5064,327.4,0.3546,-0.935,1
CELL_014,22,2018,23,2018-06-04,1,0,0,35.796,-11.0276,17.15,0.1123,309.1,0.3546,-0.935,1
CELL_015,22,2018,23,2018-06-04,1,0,0,19.628,-5.2224,14.634,0.4005,310.0,0.3546,-0.935,1
CELL_016,22,2018,23,2018-06-04,1,0,0,22.21,-6.1984,15.882,1.1845,382.5,0.3546,-0.935,1
CELL_017,22,2018,23,2018-06-04,1,0,0,31.976,-10.4842,16.689,0.7116,514.9,0.3546,-0.935,1
CELL_018,22,2018,23,2018-06-04,1,0,0,32.098,-9.6895,16.441,0.6228,459.2,0.3546,-0.935,1
CELL_019,22,2018,23,2018-06-04,1,0,0,34.886,-11.0532,16.397,-0.1707,374.7,0.3546,-0.935,1
CELL_020,22,2018,23,2018-06-04,1,0,0,35.346,-11.0424,15.332,0.2329,567.1,0.3546,-0.935,1
CELL_021,22,2018,23,2018-06-04,1,0,0,29.468,-8.6331,15.277,0.8234,283.7,0.3546,-0.935,1
CELL_022,22,2018,23,2018-06-04,1,0,0,18.411,-4.7482,14.713,1.1103,375.3,0.3546,-0.935,1
CELL_023,22,2018,23,2018-06-04,1,0,0,25.853,-7.5013,16.426,0.7229,419.8,0.3546,-0.935,1
CELL_024,22,2018,23,2018-06-04,1,0,0,25.477,-7.3019,15.365,1.1518,473.6,0.3546,-0.935,1
CELL_025,22,2018,23,2018-06-04,1,0,0,20.84,-6.1803,14.898,0.4704,671.1,0.3546,-0.935,1
CELL_026,22,2018,23,2018-06-04,1,0,0,38.398,-12.2241,15.249,0.3883,319.8,0.3546,-0.935,1
CELL_027,22,2018,23,2018-06-04,1,0,0,25.021,-7.3581,14.836,-0.11,508.5,0.3546,-0.935,1
CELL_028,22,2018,23,2018-06-04,1,0,0,35.706,-11.0214,16.987,0.7254,555.4,0.3546,-0.935,1
CELL_029,22,2018,23,2018-06-04,1,0,0,33.6,-10.2899,15.88,0.3255,227.9,0.3546,-0.935,1
CELL_030,22,2018,23,2018-06-04,1,0,0,35.889,-11.132,15.978,1.3085,564.5,0.3546,-0.935,1
CELL_031,22,2018,23,2018-06-04,1,0,0,27.631,-8.33,16.145,0.1455,302.3,0.3546,-0.935,1
CELL_032,22,2018,23,2018-06-04,1,0,0,32.216,-10.1282,16.484,0.6283,239.0,0.3546,-0.935,1
CELL_033,22,2018,23,2018-06-04,1,0,0,27.975,-8.725,16.727,0.9174,769.3,0.3546,-0.935,1
CELL_034,22,2018,23,2018-06-04,1,0,0,20.531,-6.103,16.512,0.1092,779.4,0.3546,-0.935,1
CELL_035,22,2018,23,2018-06-04,1,0,0,28.739,-8.557,16.514,0.9429,685.0,0.3546,-0.935,1
CELL_036,22,2018,23,2018-06-04,1,0,0,21.229,-5.5498,16.375,1.3247,382.8,0.3546,-0.935,1
CELL_037,22,2018,23,2018-06-04,1,0,0,15.55,-3.9736,16.239,1.1682,258.6,0.3546,-0.935,1
CELL_038,22,2018,23,2018-06-04,1,0,0,30.491,-9.0856,17.196,1.1004,610.5,0.3546,-0.935,1
CELL_039,22,2018,23,2018-06-04,1,0,0,16.416,-4.3974,16.088,0.3178,464.1,0.3546,-0.935,1
CELL_040,22,2018,23,2018-06-04,1,0,0,36.893,-11.4487,15.307,-0.4197,273.2,0.3546,-0.935,1
CELL_041,22,2018,23,2018-06-04,1,0,0,38.049,-12.3213,16.253,0.6116,497.1,0.3546,-0.935,1
CELL_042,22,2018,23,2018-06-04,1,0,0,35.353,-10.904,15.323,0.2512,220.6,0.3546,-0.935,1
CELL_043,22,2018,23,2018-06-04,1,0,0,22.663,-6.4767,17.525,1.1263,745.6,0.3546,-0.935,1
CELL_044,22,2018,23,2018-06-04,1,0,0,15.147,-3.9852,17.339,0.5038,355.3,0.3546,-0.935,1
CELL_045,22,2018,23,2018-06-04,1,0,0,38.548,-12.3263,16.689,0.9312,597.5,0.3546,-0.935,1
CELL_046,22,2018,23,2018-06-04,1,0,0,24.639,-7.1839,16.64,0.9704,387.0,0.3546,-0.935,1
CELL_047,22,2018,23,2018-06-04,1,0,0,35.992,-10.548,15.962,0.9245,512.0,0.3546,-0.935,1
CELL_048,22,2018,23,2018-06-04,1,0,0,36.695,-11.2459,15.786,0.4181,528.0,0.3546,-0.935,1
CELL_049,22,2018,23,2018-06-04,1,0,0,36.255,-11.175,15.402,0.8921,310.9,0.3546,-0.935,1
CELL_050,22,2018,23,2018-06-04,0,0,0,1.067,0.8089,15.413,1.4798,3706.5,0.3546,-0.935,1
CELL_051,22,2018,23,2018-06-04,0,0,0,5.498,-0.7199,15.928,0.7588,1566.6,0.3546,-0.935,1
CELL_052,22,2018,23,2018-06-04,0,0,0,4.878,-0.3511,16.22,1.0472,1263.7,0.3546,-0.935,1
CELL_053,22,2018,23,2018-06-04,0,0,0,0.0,1.1952,15.638,-0.3767,2366.2,0.3546,-0.935,1
CELL_054,22,2018,23,2018-06-04,0,0,0,3.078,-0.4937,15.464,0.4718,3954.1,0.3546,-0.935,1
CELL_055,22,2018,23,2018-06-04,0,0,0,7.297,-1.432,14.992,0.67,1574.6,0.3546,-0.935,1
CELL_056,22,2018,23,2018-06-04,0,0,0,2.786,-0.3557,16.044,-0.2663,2950.8,0.3546,-0.935,1
CELL_057,22,2018,23,2018-06-04,0,0,0,1.985,0.0283,16.191,1.3299,3237.2,0.3546,-0.935,1
CELL_058,22,2018,23,2018-06-04,0,0,0,4.101,0.0754,15.685,0.4219,1560.4,0.3546,-0.935,1
CELL_059,22,2018,23,2018-06-04,0,0,0,3.53,-0.3073,16.46,0.2999,3130.3,0.3546,-0.935,1
CELL_060,22,2018,23,2018-06-04,0,0,0,4.496,-0.0218,15.542,1.0034,1976.9,0.3546,-0.935,1
CELL_061,22,2018,23,2018-06-04,0,0,0,6.307,-1.3656,15.966,0.8034,2823.4,0.3546,-0.935,1
CELL_062,22,2018,23,2018-06-04,0,0,0,3.099,-0.2492,16.335,0.8812,2827.3,0.3546,-0.935,1
CELL_063,22,2018,23,2018-06-04,0,0,0,6.595,-1.2998,14.64,0.2704,2514.5,0.3546,-0.935,1
CELL_064,22,2018,23,2018-06-04,0,0,0,6.532,-1.1409,17.389,-0.3164,1088.9,0.3546,-0.935,1
CELL_065,22,2018,23,2018-06-04,0,0,0,0.0,1.0036,16.153,0.7486,3473.0,0.3546,-0.935,1
CELL_066,22,2018,23,2018-06-04,0,0,0,6.047,-1.2193,16.963,0.9047,1826.5,0.3546,-0.935,1
CELL_067,22,2018,23,2018-06-04,0,0,0,2.709,0.2069,16.348,-0.1333,1396.9,0.3546,-0.935,1
CELL_068,22,2018,23,2018-06-04,0,0,0,1.655,0.3027,17.084,0.3727,930.5,0.3546,-0.935,1
CELL_069,22,2018,23,2018-06-04,0,0,0,1.766,0.2617,16.092,0.3964,2690.9,0.3546,-0.935,1
CELL_070,22,2018,23,2018-06-04,0,0,0,0.0,1.14,15.16,1.2342,2968.2,0.3546,-0.935,1
CELL_071,22,2018,23,2018-06-04,0,0,0,1.223,1.0178,17.46,0.4789,853.1,0.3546,-0.935,1
CELL_072,22,2018,23,2018-06-04,0,0,0,1.823,0.8894,15.308,1.5368,2438.7,0.3546,-0.935,1
CELL_073,22,2018,23,2018-06-04,0,0,0,4.173,0.0541,16.709,0.4109,1524.8,0.3546,-0.935,1
CELL_074,22,2018,23,2018-06-04,0,0,0,0.0,1.1768,15.312,1.1024,2864.6,0.3546,-0.935,1
CELL_075,22,2018,23,2018-06-04,0,0,0,3.01,0.613,15.05,1.5367,1358.0,0.3546,-0.935,1
CELL_076,22,2018,23,2018-06-04,0,0,0,4.823,-0.4046,15.804,1.1276,3011.0,0.3546,-0.935,1
CELL_077,22,2018,23,2018-06-04,0,0,0,3.024,-0.3409,17.865,0.1516,2037.6,0.3546,-0.935,1
CELL_078,22,2018,23,2018-06-04,0,0,0,2.694,-0.468,16.481,0.7006,3797.5,0.3546,-0.935,1
CELL_079,22,2018,23,2018-06-04,0,0,0,4.028,-0.3026,17.113,-0.1501,1240.1,0.3546,-0.935,1
CELL_080,22,2018,23,2018-06-04,0,0,0,3.231,0.271,15.753,0.2137,1891.4,0.3546,-0.935,1
CELL_081,22,2018,23,2018-06-04,0,0,0,1.905,0.4453,15.886,0.7771,1163.1,0.3546,-0.935,1
CELL_082,22,2018,23,2018-06-04,0,0,0,5.711,-1.3509,15.673,1.3171,3759.0,0.3546,-0.935,1
CELL_083,22,2018,23,2018-06-04,0,0,0,6.73,-1.9414,16.724,0.299,3607.5,0.3546,-0.935,1
CELL_084,22,2018,23,2018-06-04,0,0,0,5.397,-0.7423,16.185,0.8907,1625.4,0.3546,-0.935,1
CELL_085,22,2018,23,2018-06-04,0,0,0,4.157,-0.5479,17.734,-0.1234,2911.9,0.3546,-0.935,1
CELL_086,22,2018,23,2018-06-04,0,0,0,1.261,-0.073,15.859,0.4542,3415.1,0.3546,-0.935,1
CELL_087,22,2018,23,2018-06-04,0,0,0,3.03,-0.2058,17.24,0.8478,2576.6,0.3546,-0.935,1
CELL_088,22,2018,23,2018-06-04,0,0,0,2.78,0.1584,16.541,1.6909,2494.9,0.3546,-0.935,1
CELL_089,22,2018,23,2018-06-04,0,0,0,4.282,-0.9115,15.679,0.3681,1573.9,0.3546,-0.935,1
CELL_090,22,2018,23,2018-06-04,0,0,0,6.763,-1.1812,15.451,-0.1924,1097.9,0.3546,-0.935,1
CELL_091,22,2018,23,2018-06-04,0,0,0,0.899,0.437,15.857,1.346,3671.1,0.3546,-0.935,1
CELL_092,22,2018,23,2018-06-04,0,0,0,0.0,0.3845,16.343,1.1875,3681.3,0.3546,-0.935,1
CELL_093,22,2018,23,2018-06-04,0,0,0,5.697,-1.2462,16.592,-0.4168,2825.9,0.3546,-0.935,1
CELL_094,22,2018,23,2018-06-04,0,0,0,4.457,-0.0458,15.878,1.2389,1884.9,0.3546,-0.935,1
CELL_095,22,2018,23,2018-06-04,0,0,0,5.86,-0.9882,15.766,0.1263,1917.5,0.3546,-0.935,1
CELL_096,22,2018,23,2018-06-04,0,0,0,6.432,-1.2998,15.868,-0.486,3123.1,0.3546,-0.935,1
CELL_097,22,2018,23,2018-06-04,0,0,0,3.525,-0.231,15.824,1.0413,3670.8,0.3546,-0.935,1
CELL_098,22,2018,23,2018-06-04,0,0,0,0.0,0.4052,16.475,-0.1006,3638.7,0.3546,-0.935,1
CELL_099,22,2018,23,2018-06-04,0,0,0,5.029,-1.2358,16.636,0.3631,3295.6,0.3546,-0.935,1
CELL_000,23,2018,24,2018-06-11,1,0,0,30.15,-9.1023,15.761,1.0513,424.7,0.2393,-0.9709,1
CELL_001,23,2018,24,2018-06-11,1,0,0,19.158,-5.3985,14.918,0.7248,770.4,0.2393,-0.9709,1
CELL_002,23,2018,24,2018-06-11,1,0,0,19.405,-5.6909,16.149,-0.0699,639.2,0.2393,-0.9709,1
CELL_003,23,2018,24,2018-06-11,1,0,0,37.834,-11.781,17.357,0.112,559.2,0.2393,-0.9709,1
CELL_004,23,2018,24,2018-06-11,1,0,0,34.17,-10.6661,15.358,0.3945,293.6,0.2393,-0.9709,1
CELL_005,23,2018,24,2018-06-11,1,0,0,15.094,-3.5083,14.311,0.5055,293.6,0.2393,-0.9709,1
CELL_006,23,2018,24,2018-06-11,1,0,0,16.315,-4.3921,15.243,-0.307,234.9,0.2393,-0.9709,1
CELL_007,23,2018,24,2018-06-11,1,0,0,32.117,-9.9124,15.487,0.4352,719.7,0.2393,-0.9709,1
CELL_008,23,2018,24,2018-06-11,1,0,0,16.13,-4.3235,15.413,0.7011,560.7,0.2393,-0.9709,1
CELL_009,23,2018,24,2018-06-11,1,0,0,21.267,-5.4973,15.977,0.64,624.8,0.2393,-0.9709,1
CELL_010,23,2018,24,2018-06-11,1,0,0,29.559,-9.4422,16.48,0.8471,212.4,0.2393,-0.9709,1
CELL_011,23,2018,24,2018-06-11,1,0,0,34.907,-11.042,15.544,0.5176,781.9,0.2393,-0.9709,1
CELL_012,23,2018,24,2018-06-11,1,0,0,30.609,-9.0402,15.618,0.2477,699.5,0.2393,-0.9709,1
CELL_013,23,2018,24,2018-06-11,1,0,0,20.38,-5.6441,15.13,0.0811,327.4,0.2393,-0.9709,1
CELL_014,23,2018,24,2018-06-11,1,0,0,33.179,-10.5814,15.747,0.03,309.1,0.2393,-0.9709,1
CELL_015,23,2018,24,2018-06-11,1,0,0,22.182,-6.1642,16.624,0.0304,310.0,0.2393,-0.9709,1
CELL_016,23,2018,24,2018-06-11,1,0,0,23.703,-7.2277,15.43,0.3448,382.5,0.2393,-0.9709,1
CELL_017,23,2018,24,2018-06-11,1,0,0,35.638,-11.0874,14.815,0.1537,514.9,0.2393,-0.9709,1
CELL_018,23,2018,24,2018-06-11,1,0,0,27.475,-8.0699,14.217,0.5345,459.2,0.2393,-0.9709,1
CELL_019,23,2018,24,2018-06-11,1,0,0,37.2,-11.4337,15.194,1.8088,374.7,0.2393,-0.9709,1
CELL_020,23,2018,24,2018-06-11,1,0,0,30.979,-9.1474,14.798,0.6055,567.1,0.2393,-0.9709,1
CELL_021,23,2018,24,2018-06-11,1,0,0,31.615,-9.5173,14.244,0.4206,283.7,0.2393,-0.9709,1
CELL_022,23,2018,24,2018-06-11,1,0,0,18.516,-5.3011,15.441,0.8148,375.3,0.2393,-0.9709,1
CELL_023,23,2018,24,2018-06-11,1,0,0,27.309,-8.6641,16.23,-0.1289,419.8,0.2393,-0.9709,1
CELL_024,23,2018,24,2018-06-11,1,0,0,19.536,-5.6678,15.978,-0.0988,473.6,0.2393,-0.9709,1
CELL_025,23,2018,24,2018-06-11,1,0,0,22.009,-6.6257,15.383,0.673,671.1,0.2393,-0.9709,1
CELL_026,23,2018,24,2018-06-11,1,0,0,40.515,-12.8485,14.945,0.3813,319.8,0.2393,-0.9709,1
CELL_027,23,2018,24,2018-06-11,1,0,0,25.034,-7.5094,15.455,0.1683,508.5,0.2393,-0.9709,1
CELL_028,23,2018,24,2018-06-11,1,0,0,37.306,-11.5507,14.336,0.3123,555.4,0.2393,-0.9709,1
CELL_029,23,2018,24,2018-06-11,1,0,0,28.224,-8.6914,16.361,1.1784,227.9,0.2393,-0.9709,1
CELL_030,23,2018,24,2018-06-11,1,0,0,37.586,-11.9035,15.321,0.7528,564.5,0.2393,-0.9709,1
CELL_031,23,2018,24,2018-06-11,1,0,0,29.412,-9.2078,15.761,0.1365,302.3,0.2393,-0.9709,1
CELL_032,23,2018,24,2018-06-11,1,0,0,26.502,-7.8782,15.586,0.8298,239.0,0.2393,-0.9709,1
CELL_033,23,2018,24,2018-06-11,1,0,0,27.077,-8.1499,14.51,0.2026,769.3,0.2393,-0.9709,1
CELL_034,23,2018,24,2018-06-11,1,0,0,18.912,-5.4863,15.551,0.0058,779.4,0.2393,-0.9709,1
CELL_035,23,2018,24,2018-06-11,1,0,0,32.146,-10.0167,16.273,0.9304,685.0,0.2393,-0.9709,1
CELL_036,23,2018,24,2018-06-11,1,0,0,21.766,-6.4888,14.995,-0.1661,382.8,0.2393,-0.9709,1
CELL_037,23,2018,24,2018-06-11,1,0,0,16.004,-4.0217,15.696,0.6179,258.6,0.2393,-0.9709,1
CELL_038,23,2018,24,2018-06-11,1,0,0,33.003,-10.3426,15.487,0.8952,610.5,0.2393,-0.9709,1
CELL_039,23,2018,24,2018-06-11,1,0,0,11.583,-2.9368,15.663,-0.1688,464.1,0.2393,-0.9709,1
CELL_040,23,2018,24,2018-06-11,1,0,0,37.907,-11.8706,16.706,0.7436,273.2,0.2393,-0.9709,1
CELL_041,23,2018,24,2018-06-11,1,0,0,40.522,-12.8262,15.731,0.3148,497.1,0.2393,-0.9709,1
CELL_042,23,2018,24,2018-06-11,1,0,0,35.652,-11.2257,15.694,-0.2302,220.6,0.2393,-0.9709,1
CELL_043,23,2018,24,2018-06-11,1,0,0,24.64,-7.7667,16.777,-0.2389,745.6,0.2393,-0.9709,1
